basisOfRecord	catalogNumber	scientificName	institutionCode	collectionCode	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	identifiedBy	identificationRemarks	dateIdentified	typeStatus	recordNumber	fieldNumber	recordedBy	eventDate	continent	country	stateProvince	county	locality	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters	verbatimElevation	verbatimDepth	habitat	associatedMedia	CreativeCommonsLicense	ArtObsID	relatedResourceID	coreid	musitModified	itemID	organismID	RelCatNo	RelCleanCatNo	rightsHolder	coremaBasisOfRecord	informationWithheld	preparations	materialSampleType	coremaModified	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	concentration	concentrationUnit	coremaRecordNumber	coremaRecordedBy	coremaEventDate	coremaCountry	coremaProvince	coremaCounty	coremaLocality	coremaElevation	coremaLat	coremaLong	coremaIdentificationRemarks	coremaTypeStatus	coremaIdentifiedBy	coremaDateIdentified	coremaScientificName	coremaGenus	coremaSpecificEpithet
Preserved specimen	248650	Cortinarius pinigaudis	O	F	Niskanen, Kytöv. & Liimat.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Karl-Henrik Larsson		2015-05-12		TEB 516-11		Tor Erik Brandrud	2011-08-21		Norway	Innlandet	Øystre Slidre	Øystre Slidre: Volbufjorden V, V for Sørli	9.0714	61.0966	71			moserik lågurtgranskog (noe yngre, 50-60 år gammel skog)	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13255883&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:248650	urn:uuid:e40b98fa-0594-40f0-95a1-51334c5466c2	2017-01-18	urn:uuid:e40b98fa-0594-40f0-95a1-51334c5466c2	urn:uuid:67317741-420b-530d-ba5a-f712cbf09847	O-DFL-2068/2-D	2068	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:39		gDNA					NOBAS1342-15			TEB 516-11	Tor Erik Brandrud TEB 516-11	2011-08-21	Norway	Oppland	Øystre Slidre	Volbufjorden V, V for Sørli		60.470378	9.069111			Tor Erik Brandrud	2011-08-21	Cortinarius paragaudis Fr.	Cortinarius	paragaudis
Preserved specimen	22484	Elaphomyces	O	F	Nees	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces			Anne Molia		2015-06-17		AM-09-2015		Anne Molia, Lello Hund	2015-06-17		Norway	Vestfold og Telemark	Tinn	Tinn: Rjukan, Gvepseborg - Krosso	8.5442	59.885	10	855 m		Barblandingsskog med dominans av gran. Også bjørk, rogn mm. Rikt - blåveis hist og her	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13975279&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13975280&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321693&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115863&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:22484	urn:uuid:3ad2d5f5-da54-4cd7-ad6c-c13533a28a7e	2020-01-08	urn:uuid:3ad2d5f5-da54-4cd7-ad6c-c13533a28a7e	urn:uuid:67601d29-03b3-55df-b4e6-ebc501f717aa	O-DFL-4157/2-D	4157	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:55		gDNA		CCDB						AM-09-2015	Anne Molia, Lello Hund	2015-06-17	Norway	Telemark	Tinn	Rjukan, Gvepseborg - Krosso	855	59.885029	8.544173			Anne Molia	2015-06-17	Elaphomyces sp.	Elaphomyces	sp.
Preserved specimen	256392	Fungi	O	F	(Hallenb.) Stalpers	Fungi								Karl-Henrik Larsson		2020-12-03		NMC2019-097		Maren Kamke	2019-09-05		Norway	Vestland	Stord	Stord: Stuvasetraåsen	5.4374	59.8067	1000			Betula sp.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116076&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256392	urn:uuid:68812cb9-a7d2-4c48-8cc6-119d046255ca	2020-12-03	urn:uuid:68812cb9-a7d2-4c48-8cc6-119d046255ca	urn:uuid:67835c4d-1dd6-559c-b74d-93044fcbc458	O-DFL-15070/2-D	15070	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7703-19			NMC2019-097	Maren Kamke	2019-09-05	Norway	Hordaland	Stord	Stuvasetraåsen		59.806736	5.437358			Maren Kamke	2019-09-05	Xenasmatella fibrillosa (Hallenb.) Stalpers	Xenasmatella	fibrillosa
Preserved specimen	254448	Entoloma silvae-frondosae	O	F	Dima, O.V. Morozova, Noordel., Brandrud & Krisai 	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-02-01		EB 292/17		Egil Bendiksen	2017-09-07		Norway	Viken	Bærum	Bærum, Ostøya, Oust naturreservat, Nordhagen	10.5741	59.8725	5	31 m		Low herb spruce forest mixed with deciduous trees (Hepatica, Oxalis, Hieracium sylvaticum-agg), boreonemoral zone (NiN 2.0: T4-7)	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115260&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254448	urn:uuid:0d0edf52-67a1-428b-b7cc-6722a669629f	2020-02-18	urn:uuid:0d0edf52-67a1-428b-b7cc-6722a669629f	urn:uuid:67900acd-d9df-5c3e-8534-db130d9d42ad	O-DFL-9438/2-D	9438	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS5796-18			EB 292/17	Egil Bendiksen	2017-09-07	Norway	Akershus	Bærum	Ostøya, Oust naturreservat, Nordhagen	31	59.872454	10.574102			Egil Bendiksen, Tor Erik Brandrud	2017-09-07	Entoloma rhodopolium (Fr.: Fr.) P.Kumm.	Entoloma	rhodopolium
Preserved specimen	75805	Lentinellus flabelliformis	O	F	(Bolton : Fr.) S. Ito	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Lentinellus			Even Woldstad Hanssen		2014-09-13				Heidi Støen, Sonja Gajic, Brit Karlsen, Bente Rian, Ellen Ofstad, Grete Strømsøe, Hans Myhre, Steinar Weseth, Kristin Flataker	2014-09-13		Norway	Viken	Ås	Ås: Årungen	10.7512	59.6907	500			Gammel hagemark	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13254094&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	11988993	urn:catalog:O:F:75805	urn:uuid:8f7cf374-4cb7-4599-b9a5-a91924de06cc	2022-10-11	urn:uuid:8f7cf374-4cb7-4599-b9a5-a91924de06cc	urn:uuid:67a8c996-1413-5e03-8838-0ed805d9bd97	O-DFL-388/2-D	388	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:30		gDNA					NOBAS835-15				Heidi Støen, Sonja Gajic, Brit Karlsen, Bente Rian, Ellen Ofstad, Grete Strømsøe, Hans Myhre, Steinar Weseth, Kristin Flataker	2014-09-13	Norway	Akershus	Ås	Ås: Årungen		59.69072	10.75119			Even W. Hanssen	2014-09-13	Lentinellus omphalodes (Fr.) P.Karst.	Lentinellus	omphalodes
Preserved specimen	254026	Entoloma nidorosum	O	F	(Fr.) Quél.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Egil Bendiksen				KB&EB 105/16		Egil Bendiksen, Katriina Bendiksen	2016-09-03		Norway	Innlandet	Engerdal	Engerdal: Galtsjøen E	11.7768	61.9002	1	650 m		Moist shrub zone between lake and road; Betula pub., Salix glauca, Carex rostr	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14324122&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254026	urn:uuid:e973e109-a694-4cf6-b54e-827b3e790ab3	2017-11-21	urn:uuid:e973e109-a694-4cf6-b54e-827b3e790ab3	urn:uuid:67c6ef03-c9f9-5935-9bb8-e7448ecc3ec5	O-DFL-7090/2-D	7090	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:49		gDNA		CCDB			NOBAS4578-17			KB&EB 105/16	Egil Bendiksen,  Katriina Bendiksen	2016-09-03	Norway	Hedmark	Engerdal	Galtsjøen E	650	61.900157	11.776815			Egil Bendiksen	2016-09-03	Entoloma rhodopolium (Fr.: Fr.) P.Kumm.	Entoloma	rhodopolium
Preserved specimen	248214	Cortinarius	O	F	(Pers.) Gray	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Karl-Henrik Larsson		2015				Katriina Bendiksen	2014-09-18		Norway	Viken	Nesodden	Nesodden: Røerskogen	10.6802	59.8151	5			Rich deciduous forest on marine deposits, dominated by Quercus; Betula, Quercus, Fagus and Corylus nearby	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13214363&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:248214	urn:uuid:bd21c8b5-245b-4af8-a673-a94757f65654	2017-03-13	urn:uuid:bd21c8b5-245b-4af8-a673-a94757f65654	urn:uuid:68227c50-4f0a-54db-af45-e8ccdd5b18e7	O-DFL-969/2-D	969	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:36		gDNA					NOBAS692-15				Katriina Bendiksen	2014-09-18	Norway	Akershus	Nesodden	Nesodden: Røerskogen		59.815064	10.680137	cf.		Katriina Bendiksen	2014-09-18	Cortinarius erubescens M.M.Moser	Cortinarius	erubescens
Preserved specimen	21987	Conocybe	O	F	Fayod	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe			Thomas Læssøe, Anne Molia		2013-10-13		AM-255f-2013		Thomas Læssøe, Anne Molia	2013-10-13		Norway	Vestfold og Telemark	Porsgrunn	Porsgrunn: Herøya N	9.6375	59.112	10			Åpen, grunnlendt kalkmark.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14322833&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:21987	urn:uuid:f59cc23c-7b0a-428e-8828-87a8872022c8	2017-03-14	urn:uuid:f59cc23c-7b0a-428e-8828-87a8872022c8	urn:uuid:682982fd-d080-56e1-ab10-10beae597030	O-DFL-4577/2-D	4577	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:00		gDNA		CCDB						AM-255f-2013	Anne Molia, Thomas Læssøe	2013-10-13	Norway	Telemark	Porsgrunn	Herøya N		59.112003	9.637474			Anne Molia, Thomas Læssøe	2013-10-13	Conocybe sp.	Conocybe	sp.
Preserved specimen	248379	Entoloma griseocyaneum	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima, Tor Erik Brandrud		2016-01		TEB 48-11		Tor Erik Brandrud	2011-07-05		Norway	Vestfold og Telemark	Kragerø	Kragerø: Jomfruland landskapsvernområde, Saltstein	9.607	58.8695	7			beitet, rik skjellsandtørreng (i veksling med rullestein), tynn humus; mye hjertegras, vill-lin, gjeldkarve, tiriltunge, fuglevikke	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13254956&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:248379	urn:uuid:75c46fb7-5c88-4482-a881-59341f92d5d9	2016-12-19	urn:uuid:75c46fb7-5c88-4482-a881-59341f92d5d9	urn:uuid:682facb2-587b-5e58-af64-80592a66bf1f	O-DFL-1210/2-D	1210	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:58		gDNA					NOBAS960-15			TEB 48-11	Tor Erik Brandrud TEB 48-11	2011-07-05	Norway	Telemark	Kragerø	Jomfruland landskapsvernområde, Saltstein		58.9532	9.608381			Tor Erik Brandrud	2011-07-05	Entoloma scabropellis Noordel.	Entoloma	scabropellis
Preserved specimen	260272	Protostropharia semiglobata	O	F	(Batsch) Redhead, Moncalvo & Vilgalys	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia			Anders K. Wollan		2015-09-12		HST15-602		Anders K. Wollan	2015-09-12		Norway	Innlandet	Elverum	Støpsberget	11.7349	60.8128	1			picea, pinus, betula	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321068&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:260272	urn:uuid:8a8b18f7-3eae-42e5-82f3-af15b694b667	2021-01-28	urn:uuid:8a8b18f7-3eae-42e5-82f3-af15b694b667	urn:uuid:684309d9-5289-5cab-bbd6-5c93514c1191	O-DFL-3505/2-D	3505	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:42		gDNA		CCDB			NOBAS1923-16			HST15-602	Anders K. Wollan	2015-09-12	Norway	Hedmark	Elverum	Støpsberget		60.81281	11.734911			Anders K. Wollan	2015-09-12	Stropharia semiglobata (Batsch.: Fr.) Quél.	Stropharia	semiglobata
Preserved specimen	259243	Inocybe	O	F	(Fr.) Fr.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Egil Bendiksen		2022-08-19		EB 41/22		Egil Bendiksen	2022-08-19		Norway	Innlandet	Dovre	Verkenseter N, Grimsdalen	9.5437	62.0639	1	1025 m		Dryashei med Dryas, Betula nana, Bistorta vivipara, Salix reticulata, Carex bigelowii. Lavalpin sone.				urn:catalog:O:F:259243	urn:uuid:c359f81a-e51e-42e9-8158-b6e05e07db3e	2022-09-20	urn:uuid:c359f81a-e51e-42e9-8158-b6e05e07db3e	urn:uuid:68883c5c-cc87-572a-90ca-f47e79094608	O-DFL-18082/2-D	18082	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-10-17T14:46:59	Dry	gDNA	CCDB	CCDB						EB 41/22	Egil Bendiksen	2022-08-19	Norway	Innlandet	Dovre	Verkenseter N, Grimsdalen	1025	62.0639	9.5437			Egil Bendiksen	2022-08-19	Inocybe sp.	Inocybe	sp.
Preserved specimen	243960	Inocybe pseudoasterospora var. microsperma	O	F	Kuyper & P.-J. Keizer	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Øyvind Weholt						Perry Gunnar Larsen, Dag Holtan	2008-08-30		Norway	Møre og Romsdal	Ålesund	Haram: Årset	6.4474	62.5345	1			Fuktig svartor bjørkeskog i mose og rein jord	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15467941&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	11354392	urn:catalog:O:F:243960	urn:uuid:09b04c33-fdf3-4656-9d21-81e89d6a8e03	2022-09-08	urn:uuid:09b04c33-fdf3-4656-9d21-81e89d6a8e03	urn:uuid:68e4242c-84fd-5cce-ae4c-8eaf2f259d71	O-DFL-16089/2-D	16089	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-06-29T11:36:39	Dry	gDNA	CCDB	CCDB			NOBAS8186-21				Perry G. Larsen; Dag Holtan	2008-08-30	Norway	Møre og Romsdal	Ålesund	Haram: Årset		62.534476	6.447309			Oyvind Weholt	2022	Inocybe pseudoasterospora Kühner & Boursier	Inocybe	pseudoasterospora
