JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F24871	F	24871		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Rauholmene		Ytre R�dholmen, indre Oslofj., Buskerud			15.08.1968	15.08.1968	-	?	?	=	7								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
F24868	F	24868		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Revholmen		Revholmen, Hvaler, �stfold			10.10.1968	10.10.1968	-	?	?	=	1								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
F19707	F	19707		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Risavika, Tananger		Risevigen, Tananger			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	1,9	11,3	=	?								Ethanol		Vollebekk	Holmquist, Charlotte		Dt: Holmquist 1983.																																																																
F19711	F	19711		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Risavika, Tananger		Risevigen, Tananger			###############################################################################################################################################################################################################################################################	01.01.1900	-	1,9	11,3	=	?								Ethanol		Wolleb.	Holmquist, Charlotte		Dt: Holmquist 1983.																																																																
F19687	F	19687		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Risev�gen		Risev�gen			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	1,9	3,8	=	?								Ethanol		Wolleb�k	Holmquist, Charlotte		Dt: Holmquist 1983.																																																																
F24869	F	24869		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Roppestadholmen		Roppestadholmen, N�tter�y, Vestfold			24.10.1968	24.10.1968	-	?	?	=	8								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
F19620	F	19620		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Troms�		Troms�			01.05.1902	31.05.1902	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F24870	F	24870		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Ula		Ula, Tj�lling, Vestfold			04.10.1968	04.10.1968	-	?	?	=	3								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
F19625	F	19625		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Vads�		Vads�			?	?	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte																																																																		
F19709	F	19709		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		Vall� & Hus� & Gjers�		Vall� - Hus� - Gjers�. Vestfold			01.08.1916	31.08.1916	-	?	?	=	?								Ethanol		Anonym	Holmquist, Charlotte		Dt: Holmquist 1983.																																																																
F24872	F	24872		Crustacea	Mysidacea		Mysidae	Praunus inermis	(Rathke)		�sg�rdstrand		�sg�rdstrand, Vestfold			28.08.1968	28.08.1968	-	?	?	=	12								Ethanol		Sneli, J.A.	Meland, Kenneth, 2022																																																																		
